Time,Unit #01 (11A1).kW Measured (kW),Unit #02 (11A2).kW Measured (kW),Unit #03 (11A3).kW Measured (kW),Unit #04 (11A4).kW Measured (kW),Unit #05 (11A5).kW Measured (kW),Unit #06 (11A6).kW Measured (kW),Unit #07 (11A7).kW Measured (kW),Unit #08 (11A8).kW Measured (kW),Unit #09 (11B1).kW Measured (kW),Unit #10 (11B2).kW Measured (kW),Unit #11 (11B3).kW Measured (kW),Unit #12 (11B4).kW Measured (kW),Unit #13 (11B5).kW Measured (kW),Unit #14 (11B6).kW Measured (kW),Unit #15 (11B7).kW Measured (kW),Unit #16 (11B8).kW Measured (kW),Unit #17 (12A1).kW Measured (kW),Unit #18 (12A2).kW Measured (kW),Unit #19 (12A3).kW Measured (kW),Unit #20 (12A4).kW Measured (kW),Unit #27 (12B3).kW Measured (kW),Unit #28 (12B4).kW Measured (kW),Unit #29 (12B5).kW Measured (kW),Unit #30 (12B6).kW Measured (kW),Unit #31 (12B7).kW Measured (kW),Unit #32 (12B8).kW Measured (kW),Unit #21 (12A5).kW Measured (kW),Unit #22 (12A6).kW Measured (kW),Unit #23 (12A7).kW Measured (kW),Unit #24 (12A8).kW Measured (kW),Unit #25 (12B1).kW Measured (kW),Unit #26 (12B2).kW Measured (kW)
3/13/2026 10:46,0,0,0,0,0,0,0,0,-2407,-2605,-2603,-2403,-2405,-2602,-2607,-2287,-2203,0,-2203,-2604,-2607,-2602,-2402,0,-2605,0,0,-2602,-2402,-2207,-2603,-2403
3/13/2026 10:46,0,0,0,0,0,0,0,0,-2405,-2603,-2602,-2402,-2404,-2605,-2608,-2288,-2205,0,-2204,-2605,-2607,-2605,-2400,0,-2606,0,0,-2602,-2403,-2207,-2603,-2402
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2406,-2603,-2603,-2403,-2402,-2604,-2606,-2287,-2203,0,-2205,-2606,-2608,-2604,-2401,0,-2607,0,0,-2604,-2404,-2205,-2602,-2402
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2406,-2602,-2601,-2403,-2404,-2602,-2605,-2287,-2204,0,-2205,-2605,-2607,-2603,-2401,0,-2606,0,0,-2606,-2403,-2206,-2601,-2401
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2406,-2603,-2601,-2406,-2402,-2601,-2607,-2286,-2202,0,-2204,-2606,-2607,-2605,-2402,0,-2607,0,0,-2606,-2402,-2203,-2600,-2401
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2406,-2601,-2603,-2405,-2403,-2601,-2606,-2286,-2201,0,-2204,-2604,-2606,-2603,-2401,0,-2606,0,0,-2604,-2406,-2204,-2601,-2403
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2406,-2603,-2602,-2407,-2404,-2604,-2604,-2350,-2202,0,-2207,-2606,-2607,-2548,-2401,0,-2606,0,0,-2604,-2404,-2204,-2604,-2404
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2407,-2602,-2602,-2406,-2404,-2604,-2605,-2393,-2204,0,-2207,-2604,-2604,-2493,-2402,0,-2606,0,0,-2604,-2405,-2204,-2605,-2403
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2405,-2604,-2604,-2407,-2404,-2603,-2603,-2402,-2201,0,-2207,-2605,-2605,-2486,-2403,0,-2606,0,0,-2606,-2405,-2203,-2605,-2405
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2404,-2605,-2605,-2408,-2402,-2605,-2603,-2401,-2201,0,-2206,-2603,-2604,-2485,-2402,0,-2606,0,0,-2608,-2405,-2202,-2606,-2404
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2404,-2605,-2603,-2407,-2403,-2605,-2603,-2403,-2203,0,-2207,-2605,-2603,-2486,-2403,0,-2606,0,0,-2607,-2404,-2201,-2606,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2605,-2605,-2407,-2404,-2607,-2601,-2403,-2204,0,-2205,-2605,-2603,-2486,-2404,0,-2603,0,0,-2608,-2405,-2200,-2607,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2403,-2604,-2606,-2408,-2405,-2607,-2603,-2402,-2204,0,-2206,-2602,-2603,-2485,-2404,0,-2606,0,0,-2607,-2406,-2200,-2609,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2606,-2606,-2407,-2406,-2606,-2601,-2402,-2204,0,-2207,-2604,-2602,-2485,-2406,0,-2605,0,0,-2609,-2407,-2199,-2609,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2404,-2605,-2606,-2407,-2407,-2608,-2605,-2403,-2205,0,-2205,-2604,-2602,-2484,-2404,0,-2603,0,0,-2607,-2407,-2202,-2609,-2408
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2403,-2608,-2604,-2406,-2405,-2605,-2605,-2403,-2205,0,-2204,-2606,-2603,-2485,-2405,0,-2606,0,0,-2610,-2407,-2201,-2609,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2404,-2607,-2605,-2406,-2406,-2606,-2600,-2404,-2201,0,-2207,-2607,-2602,-2488,-2406,0,-2605,0,0,-2609,-2407,-2202,-2609,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2604,-2609,-2405,-2405,-2605,-2600,-2403,-2204,0,-2204,-2604,-2602,-2486,-2407,0,-2605,0,0,-2606,-2404,-2200,-2606,-2408
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2603,-2608,-2408,-2408,-2606,-2603,-2404,-2203,0,-2204,-2604,-2600,-2487,-2406,0,-2605,0,0,-2605,-2406,-2203,-2605,-2408
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2403,-2606,-2606,-2407,-2408,-2607,-2604,-2404,-2205,0,-2205,-2605,-2603,-2487,-2407,0,-2606,0,0,-2607,-2406,-2202,-2607,-2408
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2404,-2609,-2606,-2407,-2410,-2609,-2604,-2405,-2203,0,-2207,-2606,-2602,-2487,-2409,0,-2606,0,0,-2609,-2408,-2203,-2609,-2409
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2608,-2670,-2405,-2406,-2608,-2603,-2404,-2206,0,-2205,-2604,-2440,-2575,-2406,0,-2606,0,0,-2607,-2408,-2202,-2607,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2403,-2608,-2689,-2406,-2407,-2605,-2602,-2405,-2205,0,-2207,-2607,-2407,-2602,-2408,0,-2606,0,0,-2607,-2406,-2203,-2608,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2605,-2689,-2407,-2406,-2605,-2601,-2404,-2205,0,-2207,-2604,-2403,-2603,-2406,0,-2605,0,0,-2607,-2405,-2203,-2607,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2403,-2607,-2652,-2407,-2409,-2608,-2604,-2404,-2205,0,-2231,-2607,-2405,-2604,-2407,0,-2603,0,0,-2609,-2407,-2203,-2609,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2403,-2607,-2614,-2405,-2408,-2607,-2602,-2402,-2202,0,-2281,-2606,-2405,-2602,-2406,0,-2605,0,0,-2609,-2406,-2203,-2605,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2608,-2608,-2407,-2405,-2607,-2602,-2403,-2204,0,-2287,-2606,-2404,-2606,-2406,0,-2603,0,0,-2608,-2407,-2201,-2608,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2404,-2605,-2606,-2407,-2407,-2605,-2602,-2404,-2203,0,-2289,-2604,-2405,-2603,-2405,0,-2603,0,0,-2608,-2405,-2203,-2607,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2606,-2609,-2408,-2410,-2608,-2603,-2403,-2204,0,-2288,-2608,-2402,-2603,-2406,0,-2604,0,0,-2610,-2408,-2202,-2609,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2604,-2608,-2408,-2407,-2607,-2603,-2401,-2203,0,-2289,-2606,-2404,-2602,-2406,0,-2603,0,0,-2608,-2406,-2202,-2607,-2406
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2402,-2603,-2606,-2406,-2407,-2607,-2600,-2404,-2203,0,-2286,-2606,-2403,-2603,-2406,0,-2605,0,0,-2608,-2407,-2202,-2608,-2407
3/13/2026 10:47,0,0,0,0,0,0,0,0,-2404,-2603,-2607,-2405,-2407,-2609,-2600,-2404,-2203,0,-2289,-2602,-2405,-2604,-2406,0,-2602,0,0,-2607,-2405,-2201,-2609,-2407
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2402,-2605,-2608,-2405,-2405,-2607,-2603,-2403,-2202,0,-2287,-2603,-2404,-2606,-2407,0,-2602,0,0,-2606,-2407,-2201,-2608,-2407
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2403,-2607,-2607,-2408,-2408,-2606,-2603,-2402,-2205,0,-2290,-2604,-2405,-2607,-2406,0,-2603,0,0,-2608,-2407,-2203,-2609,-2408
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2402,-2605,-2608,-2406,-2408,-2606,-2603,-2401,-2204,0,-2290,-2605,-2403,-2606,-2407,0,-2604,0,0,-2608,-2406,-2201,-2608,-2407
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2402,-2607,-2607,-2406,-2407,-2606,-2604,-2402,-2203,0,-2289,-2606,-2404,-2606,-2406,0,-2604,0,0,-2606,-2408,-2202,-2607,-2407
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2403,-2608,-2606,-2407,-2407,-2608,-2603,-2402,-2204,0,-2287,-2606,-2403,-2605,-2408,0,-2604,0,0,-2605,-2406,-2204,-2606,-2407
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2399,-2608,-2606,-2404,-2407,-2608,-2603,-2403,-2205,0,-2287,-2605,-2402,-2604,-2407,0,-2601,0,0,-2607,-2406,-2205,-2607,-2405
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2403,-2605,-2606,-2404,-2406,-2607,-2603,-2402,-2204,0,-2287,-2605,-2404,-2607,-2407,0,-2601,0,0,-2605,-2404,-2205,-2604,-2405
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2404,-2607,-2605,-2402,-2406,-2606,-2605,-2405,-2203,0,-2287,-2605,-2405,-2607,-2406,0,-2604,0,0,-2606,-2404,-2206,-2603,-2403
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2404,-2607,-2603,-2401,-2405,-2605,-2606,-2404,-2205,0,-2285,-2607,-2406,-2605,-2408,0,-2602,0,0,-2606,-2402,-2205,-2604,-2402
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2402,-2608,-2606,-2403,-2405,-2605,-2608,-2406,-2205,0,-2286,-2604,-2406,-2607,-2407,0,-2602,0,0,-2603,-2405,-2206,-2606,-2403
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2404,-2607,-2604,-2404,-2405,-2606,-2607,-2406,-2207,0,-2284,-2605,-2406,-2604,-2407,0,-2605,0,0,-2605,-2405,-2206,-2603,-2405
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2403,-2605,-2604,-2402,-2405,-2602,-2607,-2305,-2204,0,-2333,-2604,-2406,-2605,-2405,0,-2606,0,0,-2603,-2405,-2205,-2605,-2434
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2404,-2606,-2604,-2401,-2404,-2606,-2607,-2225,-2202,0,-2395,-2603,-2442,-2513,-2405,0,-2606,0,0,-2605,-2403,-2206,-2605,-2534
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2406,-2604,-2604,-2401,-2404,-2604,-2608,-2208,-2204,0,-2400,-2604,-2480,-2426,-2404,0,-2606,0,0,-2604,-2402,-2206,-2605,-2587
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2405,-2606,-2606,-2403,-2405,-2606,-2607,-2206,-2204,0,-2323,-2605,-2518,-2432,-2407,0,-2607,0,0,-2604,-2404,-2208,-2605,-2601
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2406,-2603,-2604,-2403,-2404,-2605,-2606,-2205,-2205,0,-2216,-2605,-2594,-2480,-2403,0,-2607,0,0,-2601,-2402,-2203,-2603,-2603
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2406,-2605,-2603,-2402,-2403,-2607,-2609,-2207,-2205,0,-2207,-2606,-2605,-2485,-2403,0,-2608,0,0,-2604,-2403,-2205,-2605,-2604
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2406,-2601,-2604,-2400,-2402,-2603,-2609,-2205,-2204,0,-2204,-2601,-2605,-2485,-2403,0,-2606,0,0,-2603,-2405,-2205,-2603,-2603
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2407,-2604,-2604,-2401,-2401,-2602,-2607,-2208,-2203,0,-2201,-2602,-2605,-2484,-2403,0,-2607,0,0,-2604,-2404,-2205,-2604,-2602
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2407,-2604,-2603,-2402,-2401,-2602,-2608,-2206,-2204,0,-2200,-2603,-2606,-2485,-2402,0,-2606,0,0,-2603,-2404,-2203,-2604,-2603
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2408,-2604,-2602,-2403,-2403,-2602,-2606,-2208,-2206,0,-2201,-2605,-2604,-2485,-2404,0,-2607,0,0,-2602,-2401,-2203,-2605,-2604
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2405,-2603,-2603,-2405,-2403,-2604,-2605,-2206,-2203,0,-2203,-2603,-2604,-2484,-2403,0,-2605,0,0,-2602,-2403,-2202,-2604,-2604
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2409,-2602,-2604,-2407,-2402,-2605,-2606,-2207,-2203,0,-2202,-2606,-2605,-2487,-2403,0,-2607,0,0,-2603,-2403,-2202,-2603,-2603
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2408,-2603,-2604,-2403,-2400,-2605,-2606,-2204,-2202,0,-2201,-2601,-2604,-2485,-2402,0,-2605,0,0,-2602,-2403,-2201,-2601,-2604
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2408,-2603,-2603,-2405,-2402,-2603,-2604,-2204,-2202,0,-2203,-2602,-2606,-2486,-2401,0,-2607,0,0,-2605,-2404,-2202,-2603,-2602
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2405,-2602,-2604,-2405,-2403,-2602,-2603,-2205,-2204,0,-2205,-2601,-2605,-2484,-2398,0,-2604,0,0,-2603,-2404,-2202,-2602,-2601
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2404,-2603,-2603,-2407,-2403,-2603,-2602,-2202,-2204,0,-2204,-2603,-2603,-2483,-2403,0,-2604,0,0,-2602,-2401,-2200,-2604,-2603
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2404,-2602,-2606,-2403,-2405,-2604,-2604,-2202,-2204,0,-2205,-2605,-2602,-2485,-2403,0,-2605,0,0,-2603,-2405,-2201,-2604,-2604
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2403,-2602,-2606,-2404,-2403,-2605,-2604,-2202,-2203,0,-2203,-2605,-2603,-2486,-2404,0,-2605,0,0,-2604,-2404,-2201,-2605,-2604
3/13/2026 10:48,0,0,0,0,0,0,0,0,-2404,-2604,-2609,-2404,-2406,-2604,-2600,-2202,-2201,0,-2206,-2603,-2603,-2486,-2404,0,-2604,0,0,-2606,-2405,-2201,-2607,-2607
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2404,-2604,-2606,-2406,-2407,-2606,-2601,-2202,-2202,0,-2205,-2605,-2601,-2486,-2405,0,-2604,0,0,-2605,-2406,-2201,-2608,-2606
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2403,-2603,-2608,-2406,-2404,-2603,-2601,-2203,-2204,0,-2206,-2603,-2601,-2484,-2406,0,-2601,0,0,-2606,-2407,-2200,-2610,-2607
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2402,-2606,-2606,-2403,-2406,-2605,-2604,-2202,-2202,0,-2205,-2602,-2603,-2484,-2406,0,-2601,0,0,-2607,-2406,-2202,-2609,-2609
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2403,-2606,-2606,-2404,-2405,-2604,-2605,-2203,-2204,0,-2204,-2605,-2601,-2487,-2406,0,-2602,0,0,-2605,-2405,-2202,-2607,-2608
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2401,-2604,-2607,-2404,-2404,-2607,-2605,-2205,-2203,0,-2206,-2606,-2602,-2487,-2408,0,-2604,0,0,-2605,-2405,-2204,-2607,-2609
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2401,-2607,-2606,-2403,-2405,-2606,-2607,-2204,-2204,0,-2204,-2608,-2603,-2486,-2408,0,-2604,0,0,-2607,-2407,-2205,-2605,-2607
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2400,-2607,-2606,-2404,-2405,-2604,-2605,-2207,-2206,0,-2204,-2605,-2602,-2486,-2408,0,-2605,0,0,-2606,-2407,-2205,-2605,-2605
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2404,-2607,-2603,-2400,-2404,-2603,-2604,-2207,-2204,0,-2203,-2605,-2603,-2487,-2406,0,-2605,0,0,-2604,-2405,-2206,-2603,-2602
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2404,-2606,-2604,-2402,-2404,-2606,-2606,-2206,-2203,0,-2204,-2604,-2603,-2486,-2406,0,-2603,0,0,-2604,-2404,-2205,-2604,-2604
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2406,-2605,-2603,-2399,-2403,-2606,-2609,-2206,-2205,0,-2204,-2605,-2604,-2488,-2404,0,-2607,0,0,-2601,-2403,-2207,-2603,-2605
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2406,-2603,-2603,-2400,-2401,-2601,-2607,-2205,-2206,0,-2202,-2605,-2605,-2485,-2401,0,-2606,0,0,-2604,-2403,-2206,-2604,-2604
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2409,-2604,-2605,-2403,-2401,-2602,-2606,-2205,-2203,0,-2202,-2604,-2607,-2486,-2403,0,-2605,0,0,-2603,-2402,-2204,-2602,-2602
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2406,-2603,-2604,-2403,-2400,-2602,-2604,-2206,-2202,0,-2203,-2603,-2605,-2485,-2402,0,-2604,0,0,-2602,-2404,-2204,-2602,-2603
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2406,-2601,-2602,-2405,-2402,-2604,-2602,-2203,-2203,0,-2203,-2603,-2606,-2485,-2402,0,-2606,0,0,-2602,-2402,-2203,-2604,-2603
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2405,-2601,-2605,-2406,-2402,-2602,-2604,-2203,-2203,0,-2201,-2604,-2603,-2487,-2402,0,-2606,0,0,-2602,-2404,-2201,-2604,-2603
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2405,-2601,-2603,-2407,-2404,-2602,-2604,-2201,-2204,0,-2205,-2605,-2604,-2486,-2402,0,-2605,0,0,-2603,-2402,-2201,-2606,-2605
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2406,-2605,-2606,-2407,-2407,-2604,-2604,-2202,-2203,0,-2204,-2606,-2604,-2485,-2404,0,-2605,0,0,-2604,-2406,-2203,-2609,-2605
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2402,-2604,-2606,-2407,-2404,-2604,-2602,-2199,-2200,0,-2205,-2603,-2601,-2487,-2404,0,-2606,0,0,-2606,-2406,-2202,-2607,-2607
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2402,-2603,-2608,-2405,-2405,-2606,-2600,-2199,-2202,0,-2205,-2605,-2602,-2487,-2405,0,-2604,0,0,-2604,-2405,-2202,-2607,-2606
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2401,-2604,-2607,-2404,-2407,-2604,-2603,-2201,-2204,0,-2206,-2604,-2604,-2486,-2406,0,-2604,0,0,-2606,-2404,-2201,-2606,-2609
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2401,-2606,-2605,-2404,-2407,-2606,-2601,-2203,-2203,0,-2206,-2604,-2604,-2485,-2405,0,-2604,0,0,-2608,-2405,-2204,-2607,-2609
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2401,-2605,-2606,-2403,-2404,-2604,-2604,-2203,-2204,0,-2205,-2606,-2602,-2488,-2407,0,-2603,0,0,-2608,-2404,-2206,-2604,-2607
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2400,-2606,-2606,-2403,-2404,-2606,-2604,-2203,-2206,0,-2205,-2607,-2603,-2488,-2407,0,-2605,0,0,-2606,-2406,-2208,-2604,-2607
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2403,-2606,-2602,-2403,-2404,-2603,-2605,-2203,-2202,0,-2203,-2603,-2603,-2489,-2406,0,-2603,0,0,-2606,-2403,-2207,-2604,-2607
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2403,-2606,-2603,-2404,-2404,-2606,-2606,-2205,-2205,0,-2204,-2607,-2606,-2489,-2406,0,-2603,0,0,-2606,-2405,-2207,-2605,-2605
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2405,-2606,-2601,-2402,-2403,-2604,-2607,-2205,-2206,0,-2203,-2606,-2604,-2487,-2405,0,-2604,0,0,-2606,-2404,-2206,-2604,-2605
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2403,-2605,-2604,-2402,-2403,-2604,-2607,-2204,-2205,0,-2204,-2607,-2607,-2488,-2403,0,-2604,0,0,-2602,-2403,-2206,-2601,-2604
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2404,-2607,-2602,-2402,-2402,-2605,-2607,-2205,-2204,0,-2202,-2605,-2608,-2486,-2404,0,-2605,0,0,-2604,-2402,-2208,-2604,-2604
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2405,-2605,-2602,-2401,-2402,-2603,-2606,-2207,-2204,0,-2200,-2603,-2609,-2486,-2403,0,-2605,0,0,-2602,-2402,-2208,-2603,-2600
3/13/2026 10:49,0,0,0,0,0,0,0,0,-2405,-2604,-2602,-2403,-2403,-2603,-2605,-2204,-2205,0,-2201,-2602,-2610,-2487,-2401,0,-2607,0,0,-2601,-2405,-2207,-2604,-2602
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2604,-2601,-2402,-2402,-2605,-2605,-2204,-2205,0,-2203,-2606,-2608,-2489,-2400,0,-2605,0,0,-2602,-2404,-2206,-2603,-2602
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2606,-2601,-2403,-2401,-2603,-2606,-2205,-2205,0,-2201,-2606,-2609,-2489,-2399,0,-2606,0,0,-2604,-2403,-2206,-2602,-2603
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2407,-2604,-2602,-2403,-2401,-2604,-2606,-2205,-2203,0,-2203,-2604,-2608,-2486,-2402,0,-2605,0,0,-2604,-2404,-2206,-2602,-2604
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2407,-2604,-2604,-2404,-2402,-2604,-2604,-2206,-2203,0,-2201,-2603,-2608,-2486,-2403,0,-2604,0,0,-2604,-2403,-2204,-2601,-2603
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2405,-2603,-2601,-2402,-2401,-2602,-2604,-2204,-2205,0,-2203,-2603,-2604,-2486,-2402,0,-2603,0,0,-2603,-2401,-2204,-2599,-2603
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2408,-2605,-2602,-2401,-2400,-2604,-2605,-2204,-2203,0,-2204,-2606,-2606,-2486,-2405,0,-2605,0,0,-2603,-2405,-2205,-2602,-2605
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2404,-2603,-2603,-2401,-2403,-2603,-2605,-2204,-2205,0,-2202,-2603,-2606,-2486,-2404,0,-2606,0,0,-2601,-2403,-2204,-2603,-2604
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2605,-2603,-2402,-2403,-2603,-2607,-2204,-2204,0,-2201,-2604,-2607,-2487,-2404,0,-2607,0,0,-2601,-2402,-2204,-2601,-2603
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2603,-2603,-2403,-2401,-2605,-2605,-2204,-2205,0,-2270,-2604,-2607,-2575,-2403,0,-2606,0,0,-2601,-2404,-2205,-2601,-2441
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2407,-2605,-2601,-2404,-2403,-2605,-2605,-2205,-2204,0,-2283,-2607,-2608,-2602,-2403,0,-2607,0,0,-2604,-2403,-2205,-2600,-2410
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2405,-2603,-2601,-2405,-2402,-2604,-2603,-2203,-2204,0,-2283,-2604,-2607,-2606,-2402,0,-2605,0,0,-2601,-2404,-2203,-2600,-2403
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2407,-2605,-2602,-2405,-2404,-2601,-2603,-2203,-2204,0,-2285,-2605,-2607,-2606,-2400,0,-2603,0,0,-2603,-2403,-2204,-2604,-2402
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2602,-2602,-2406,-2403,-2602,-2603,-2202,-2204,0,-2287,-2604,-2607,-2606,-2400,0,-2605,0,0,-2600,-2405,-2206,-2601,-2401
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2604,-2605,-2407,-2402,-2603,-2603,-2204,-2202,0,-2285,-2605,-2605,-2605,-2405,0,-2607,0,0,-2603,-2400,-2205,-2603,-2402
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2405,-2605,-2605,-2406,-2402,-2603,-2604,-2202,-2202,0,-2283,-2604,-2604,-2605,-2403,0,-2605,0,0,-2603,-2402,-2203,-2604,-2400
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2604,-2605,-2408,-2404,-2601,-2605,-2203,-2204,0,-2284,-2605,-2605,-2605,-2404,0,-2604,0,0,-2603,-2403,-2203,-2603,-2402
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2604,-2605,-2407,-2406,-2602,-2601,-2203,-2203,0,-2286,-2602,-2605,-2603,-2404,0,-2604,0,0,-2602,-2401,-2202,-2604,-2402
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2406,-2604,-2603,-2406,-2405,-2603,-2603,-2204,-2204,0,-2285,-2604,-2605,-2605,-2404,0,-2604,0,0,-2602,-2403,-2201,-2604,-2403
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2404,-2603,-2605,-2408,-2405,-2604,-2602,-2045,-2201,0,-2379,-2602,-2603,-2605,-2404,0,-2606,0,0,-2604,-2402,-2201,-2603,-2470
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2404,-2605,-2603,-2406,-2405,-2602,-2601,-2008,-2202,0,-2403,-2604,-2603,-2603,-2405,0,-2606,0,0,-2604,-2405,-2202,-2607,-2483
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2403,-2603,-2606,-2405,-2406,-2602,-2602,-2002,-2200,0,-2404,-2603,-2603,-2602,-2403,0,-2604,0,0,-2605,-2404,-2203,-2605,-2485
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2404,-2602,-2607,-2406,-2406,-2603,-2602,-2004,-2204,0,-2404,-2604,-2604,-2605,-2404,0,-2605,0,0,-2602,-2404,-2202,-2607,-2485
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2402,-2602,-2606,-2407,-2405,-2604,-2602,-2002,-2202,0,-2404,-2604,-2602,-2603,-2403,0,-2604,0,0,-2602,-2403,-2200,-2607,-2485
3/13/2026 10:50,0,0,0,0,0,0,0,0,-2401,-2603,-2606,-2409,-2408,-2606,-2601,-2001,-2203,0,-2407,-2605,-2604,-2603,-2407,0,-2603,0,0,-2602,-2403,-2201,-2607,-2487
